id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
3756624012	20190731	1	900000000000207008	257867005	en	900000000000550004	To put in between or into a part(s) of the body.	900000000000017005
3756625013	20190731	1	900000000000207008	107733003	en	900000000000550004	The act of putting or inserting an object AND/OR substance into or onto the body.	900000000000017005
3756627017	20190731	1	900000000000207008	782902008	en	900000000000550004	The act of fixing something firmly or setting something securely or deeply into the body.	900000000000017005
3777352017	20200131	1	900000000000207008	62834003	en	900000000000550004	Esophagus, stomach, and duodenum.	900000000000017005
3777353010	20200131	1	900000000000207008	62834003	en	900000000000550004	Oesophagus, stomach, and duodenum.	900000000000017005
3777363019	20200131	1	900000000000207008	122865005	en	900000000000550004	Oesophagus, stomach, small intestine and large intestine together as a single entity.	900000000000017005
3777364013	20200131	1	900000000000207008	122865005	en	900000000000550004	Esophagus, stomach, small intestine and large intestine together as a single entity.	900000000000017005
3777472014	20200131	1	900000000000012004	370130000	en	900000000000550004	This attribute is used to specify the type of inherent quality, function, disposition or process characteristic that is being observed or measured. Its values are abstract types of quality (length, odour, concentration) or abstract types of process characteristic (rate, speed, duration), and do not include qualities that are located (length of arm, odour of urine), or given a value (elevated concentration).	900000000000017005
3787431019	20200131	1	900000000000207008	700364009	en	900000000000550004	Neurodevelopmental disorder is a behavioral and cognitive disorder with onset during the developmental period that involves impaired or aberrant development of intellectual, motor, or social functions.	900000000000017005
3787432014	20200131	1	900000000000207008	700364009	en	900000000000550004	Neurodevelopmental disorder is a behavioural and cognitive disorder with onset during the developmental period that involves impaired or aberrant development of intellectual, motor, or social functions.	900000000000017005
3874101016	20200131	1	900000000000207008	83678007	en	900000000000550004	The cerebrum is the regional structure of the brain, which is the adult equivalent of the forebrain or prosencephalon. It is constituted by the structural derivatives of the telencephalon and diencephalon including the cerebral hemispheres, epithalamus, thalamus, hypothalamus, lateral ventricles and third ventricle. This definition is harmonious with the Federation of Association of Anatomist Second Edition (2019) Part V Terminologia Anatomica.	900000000000017005
3874114015	20200131	1	900000000000207008	67734004	en	900000000000550004	This segment relates to the volume of the trunk that is bounded by and includes: superiorly the thoracic inlet; inferiorly the thoracic diaphragm; posteriorly the spinal column and back of the thorax; and laterally the chest wall: it contains the thoracic cavity and contents, and includes all the overlying muscles, skin and subcutaneous tissue.	900000000000017005
3874125012	20200131	1	900000000000207008	818987002	en	900000000000550004	This cavity is bounded by, but excludes: superiorly the thoracic diaphragm; inferiorly the pelvic diaphragm; anteriorly the anterior abdominal (including the lateral abdominal wall); and posteriorly the wall of the abdominal proper segment of trunk. The pelvic component consists of the cavity of the true pelvis, which is bounded by the pelvic wall. Note, the contents and structures that form the boundaries are excluded from the cavity.	900000000000017005
3874149010	20200131	1	900000000000207008	818983003	en	900000000000550004	This is considered the most commonly used clinical variant of 'abdomen' and relates to the space and content within the abdominopelvic cavity plus the anterior and lateral abdominal wall. The volume is bounded by, but excludes: superiorly the thoracic diaphragm; inferiorly the pelvic diaphragm; and posteriorly the posterior wall of the abdomen proper: The pelvic component consists of the cavity of the true pelvis, which is bounded by, but excludes, the pelvic wall. Anteriorly this volume is bounded and includes the anterior abdominal (including the lateral abdominal wall).	900000000000017005
3874506019	20200131	1	900000000000207008	59380008	en	900000000000550004	The anterior abdominal wall constitutes a hexagonal area defined superiorly by the costal margins and xiphoid process; and inferiorly by the iliac crests, inguinal ligament, pubis and pubic symphysis. The wall extends posteriorly and incorporates the lateral aspect of the wall until the junction with the posterior abdominal wall approximately at the mid-axillary line. The wall is covered externally by skin and subcutaneous tissue: beneath this lies the superficial fascia (between the dermis and the muscles), which is conventionally divided into a superficial fatty layer (Camper's fascia) and a deep membranous layer (Scarpa's fascia); deep fascia; the rectus abdominis, pyramidalis, external oblique, internal oblique and transversus abdominis; and the extraperitoneal tissue and the parietal peritoneum. These tissues also form the umbilicus and the inguinal canal, which connects the abdominal cavity to the scrotum in males and the labia majora in females.	900000000000017005
3973272011	20200731	1	900000000000207008	818999009	en	900000000000550004	This concept describes any blood vessel that is entirely within the abdominopelvic cavity.	900000000000017005
4164756013	20210131	1	900000000000207008	816094009	en	900000000000550004	This cross-sectional segment is bounded superiorly by a virtual horizontal plane at the level of the thoracic inlet (upper boundary of first thoracic (T1) vertebra) and inferiorly by a virtual horizontal plane at the level of the lower boundary of the twelfth thoracic (T12) vertebra. The segment therefore includes the entire thoracic cavity but also part of the upper abdominal volume above the virtual plane at the T12 vertebra. The volume includes the entire transverse thickness of the body over the longitudinal extent between the superior (upper) and inferior (lower) boundaries including the skin and subcutaneous tissue. The segment relates to the cross-sectional or projectional volume as perceived by transmissive or emissive imaging.	900000000000017005
4164757016	20210131	1	900000000000207008	818981001	en	900000000000550004	This cross-sectional segment is bounded superiorly by a virtual horizontal plane at the level of the junction between T8 and T9 (and thus also includes part of the thoracic volume below this level); and inferiorly by a virtual horizontal plane at the level of the plane traversing the superior boundary of the iliac crest. The volume includes the entire transverse thickness of the body over the longitudinal extent between the superior (upper) and inferior (lower) boundaries including the skin and subcutaneous tissue. The segment relates to the cross-sectional or projectional volume as perceived by transmissive or emissive imaging.	900000000000017005
4165450013	20210131	1	900000000000012004	1003735000	en	900000000000550004	This attribute specifies an entity that the process which the property characterizes specifically acts on.	900000000000017005
4361388017	20210131	1	900000000000207008	78208005	en	900000000000550004	Cirrhosis resulting from accumulation of iron in the liver.	900000000000017005
4361391017	20210131	1	900000000000207008	197299004	en	900000000000550004	Portal cirrhosis resulting from accumulation of iron in the liver.	900000000000017005
4536722015	20210731	1	900000000000012004	1142135004	en	900000000000550004	This attribute specifies the numerator value for the presentation strength of a product.	900000000000017005
4536726017	20210731	1	900000000000012004	1142136003	en	900000000000550004	This attribute specifies the denominator value for the presentation strength of a product.	900000000000017005
4536727014	20210731	1	900000000000012004	1142137007	en	900000000000550004	This attribute specifies the denominator value for the concentration strength of a product.	900000000000017005
4536732010	20210731	1	900000000000012004	1142138002	en	900000000000550004	This attribute specifies the numerator value for the concentration strength of a product.	900000000000017005
4536736013	20210731	1	900000000000012004	1142139005	en	900000000000550004	This attribute represents the number of different non-modified base of active ingredients in a medicinal product.	900000000000017005
4544037014	20210731	1	900000000000207008	387713003	en	900000000000550004	Intentional, structural alteration of the human body by mechanical, thermal, light-based, electromagnetic, or chemical means, and/or by the incision or destruction of tissues using instruments to cut, burn, vaporize, freeze, suture, probe, or manipulate by closed reductions.	900000000000017005
4544038016	20210731	1	900000000000207008	387713003	en	900000000000550004	Intentional, structural alteration of the human body by mechanical, thermal, light-based, electromagnetic, or chemical means, and/or by the incision or destruction of tissues using instruments to cut, burn, vaporise, freeze, suture, probe, or manipulate by closed reductions.	900000000000017005
4555292010	20210731	1	900000000000207008	75478009	en	900000000000550004	Interference in normal bodily functions caused by exposure through ingestion, inhalation, absorption, or injection of a substance (e.g. medicinal product, household product, industrial chemical, or plant or animal derivatives) in quantities that are harmful to health.	900000000000017005
4570362018	20210731	1	900000000000207008	1155841005	en	900000000000550004	A type of progressive familial intrahepatic cholestasis, this disease is a severe, neonatal, hereditary disorder in bile formation that is hepatocellular in origin and not associated with extrahepatic features. Onset occurs in the neonatal period. Clinical signs of cholestasis usually appear in the first months of life with recurrent or permanent jaundice associated with hepatomegaly and severe pruritus. Patients usually develop fibrosis and end-stage liver disease before adulthood. PFIC2 is due to mutations in the ABCB11 gene (2q24) encoding the bile salt export pump (BSEP) protein resulting in impaired biliary bile acid secretion which leads to decreased bile flow and bile salt accumulation in hepatocytes with ongoing severe hepatocellular damage.	900000000000017005
4570718012	20210731	1	900000000000207008	1155913007	en	900000000000550004	An infantile hereditary disorder of bile formation that is hepatocellular in origin and associated with extrahepatic features. Onset occurs mostly during infancy with clinical signs of cholestasis with recurrent or permanent jaundice associated with hepatomegaly and severe pruritus. Caused by mutations in the ATP8B1 gene (18q21-22) encoding the FIC1 protein expressed at the canalicular membrane of hepatocytes as well as in other epithelia. Transmission is autosomal recessive.	900000000000017005
4570903015	20210731	1	900000000000207008	700463002	en	900000000000550004	An anomaly of bile acid synthesis with characteristics of mild cholestatic liver disease, fat malabsorption and/or neurological disease. The clinical presentation of this defect varies. Infants present with severe fat and fat-soluble vitamin deficiencies, haematochezia and mild cholestasis, whereas adults present with various neurological disorders BAS defect type 4 is caused by a mutation in the AMACR gene (5p13.2-q11.1). Transmission is autosomal recessive.	900000000000017005
4570904014	20210731	1	900000000000207008	700463002	en	900000000000550004	An anomaly of bile acid synthesis with characteristics of mild cholestatic liver disease, fat malabsorption and/or neurological disease. The clinical presentation of this defect varies. Infants present with severe fat and fat-soluble vitamin deficiencies, hematochezia and mild cholestasis, whereas adults present with various neurological disorders BAS defect type 4 is caused by a mutation in the AMACR gene (5p13.2-q11.1). Transmission is autosomal recessive.	900000000000017005
4576049016	20210731	1	900000000000207008	5447007	en	900000000000550004	An infusion of blood or blood product.	900000000000017005
4667501014	20211130	1	900000000000207008	1186631005	en	900000000000550004	Combined hepatocellular and cholangiocarcinoma is a distinct subtype of liver malignancies whereby the tumor exhibits both hepatocytic and biliary differentiation.	900000000000017005
4667502019	20211130	1	900000000000207008	1186631005	en	900000000000550004	Combined hepatocellular and cholangiocarcinoma is a distinct subtype of liver malignancies whereby the tumour that exhibits both hepatocytic and biliary differentiation.	900000000000017005
4695420019	20220228	1	900000000000207008	1197204009	en	900000000000550004	A rare carcinoma of the liver characterized by one to several or many nodules occurring anywhere within the liver, composed of neoplastic epithelial cells with hepatocellular differentiation. The vast majority of tumors are associated with chronic liver disease (such as hepatitis B or C, or steatohepatitis) or exposure to a variety of exogenous agents. Patients may present with signs and symptoms related to the tumor, as well as to the underlying condition. Common manifestations include right upper quadrant abdominal pain, weight loss, hepatosplenomegaly, jaundice, and ascites. Symptomatic tumors generally have poor prognosis.	900000000000017005
4695421015	20220228	1	900000000000207008	1197204009	en	900000000000550004	A rare carcinoma of the liver characterised by one to several or many nodules occurring anywhere within the liver, composed of neoplastic epithelial cells with hepatocellular differentiation. The vast majority of tumours are associated with chronic liver disease (such as hepatitis B or C, or steatohepatitis) or exposure to a variety of exogenous agents. Patients may present with signs and symptoms related to the tumour, as well as to the underlying condition. Common manifestations include right upper quadrant abdominal pain, weight loss, hepatosplenomegaly, jaundice, and ascites. Symptomatic tumours generally have poor prognosis.	900000000000017005
5066152010	20220531	1	900000000000207008	1230002004	en	900000000000550004	A rare neoplastic disease characterised by the presence of ten or more hepatocellular adenomas in a background of normal appearing hepatic parenchyma. The majority of reported cases are female. There is no association with steroid use. The condition is considered benign, although the risk of complications (such as malignant transformation or spontaneous rupture with intraperitoneal haemorrhage) is much higher than in isolated hepatic adenoma. Hepatocellular carcinoma develops in less than 10% of cases.	900000000000017005
5066153017	20220531	1	900000000000207008	1230002004	en	900000000000550004	A rare neoplastic disease characterized by the presence of ten or more hepatocellular adenomas in a background of normal appearing hepatic parenchyma. The majority of reported cases are female. There is no association with steroid use. The condition is considered benign, although the risk of complications (such as malignant transformation or spontaneous rupture with intraperitoneal hemorrhage) is much higher than in isolated hepatic adenoma. Hepatocellular carcinoma develops in less than 10% of cases.	900000000000017005
5145791010	20221231	1	900000000000207008	14766002	en	900000000000550004	Extraction using negative pressure.	900000000000017005
5159845010	20230228	1	900000000000207008	1260236009	en	900000000000550004	Temporal period relating to mother from conception until and including six weeks after delivery.	900000000000017005
5159849016	20230228	1	900000000000207008	1156670009	en	900000000000550004	Temporal period relating to mother from conception until completion of the third stage of labour, including the antenatal and intrapartum time frame.	900000000000017005
5159851017	20230228	1	900000000000207008	255410009	en	900000000000550004	Temporal period relating to mother from completion of the third stage of labour until six weeks post-delivery.	900000000000017005
5159853019	20230228	1	900000000000207008	1156670009	en	900000000000550004	Temporal period relating to mother from conception until completion of the third stage of labor, including the antenatal and intrapartum time frame.	900000000000017005
5159854013	20230228	1	900000000000207008	255410009	en	900000000000550004	Temporal period relating to mother from completion of the third stage of labor until six weeks post-delivery.	900000000000017005
5168452010	20230228	1	900000000000207008	1156682000	en	900000000000550004	The maternal period between the onset of labor, known as the first stage until the conclusion of the third stage of labor with the delivery of the placenta.	900000000000017005
5168453017	20230228	1	900000000000207008	1156682000	en	900000000000550004	The maternal period between the onset of labour, known as the first stage until the conclusion of the third stage of labour with the delivery of the placenta.	900000000000017005
5168455012	20230228	1	900000000000207008	1156684004	en	900000000000550004	The period between fetal viability and the end of the seventh day of neonatal life.	900000000000017005
5168456013	20230228	1	900000000000207008	1156672001	en	900000000000550004	Temporal period relating to mother from conception until the onset of labour.	900000000000017005
5168457016	20230228	1	900000000000207008	1156672001	en	900000000000550004	Temporal period relating to mother from conception until the onset of labor.	900000000000017005
5170129017	20230228	1	900000000000207008	870401000004107	en	900000000000550004	A vessel that could be a lymphatic vessel, arteriole, capillary or venule.	900000000000017005
5170233018	20230331	1	900000000000207008	271700006	en	900000000000550004	Involuntary movement characterised by brief, unpredictable, irregular, non-stereotyped movements that flow randomly from one body part to another.	900000000000017005
5170234012	20230331	1	900000000000207008	271700006	en	900000000000550004	Involuntary movement characterized by brief, unpredictable, irregular, non-stereotyped movements that flow randomly from one body part to another.	900000000000017005
5172233012	20230228	1	900000000000207008	267874003	en	900000000000550004	A rare autoimmune connective tissue disorder characterized by abnormal hardening of the skin and sometimes other organs. It is classified into two main forms: localized scleroderma and systemic sclerosis (SSc), the latter comprising three subsets; diffuse cutaneous SSc (dcSSc), limited cutaneous SSc (lcSSc) and limited SSc (lSSc). Localized scleroderma is the cutaneous form of scleroderma characterized by fibrosis of the skin causing cutaneous plaques (morphea) or strips (linear scleroderma). Systemic sclerosis (SSc) is a generalized disorder characterized by fibrosis and vascular obliteration in the skin and organs, particularly, lungs, heart, and digestive tract. The exact cause of scleroderma is unknown. The disease originates from an autoimmune reaction, which leads to localized overproduction of collagen. In some cases, the condition is associated with exposure to chemicals. Other suggested causes include genetic and infectious mechanisms.	900000000000017005
5172234018	20230228	1	900000000000207008	267874003	en	900000000000550004	A rare autoimmune connective tissue disorder characterised by abnormal hardening of the skin and sometimes other organs. It is classified into two main forms: localised scleroderma and systemic sclerosis (SSc), the latter comprising three subsets; diffuse cutaneous SSc (dcSSc), limited cutaneous SSc (lcSSc) and limited SSc (lSSc). Localised scleroderma is the cutaneous form of scleroderma characterised by fibrosis of the skin causing cutaneous plaques (morphea) or strips (linear scleroderma). Systemic sclerosis (SSc) is a generalised disorder characterised by fibrosis and vascular obliteration in the skin and organs, particularly, lungs, heart, and digestive tract. The exact cause of scleroderma is unknown. The disease originates from an autoimmune reaction, which leads to localised overproduction of collagen. In some cases, the condition is associated with exposure to chemicals. Other suggested causes include genetic and infectious mechanisms.	900000000000017005
5277867015	20240401	1	900000000000207008	312254007	en	900000000000550004	Conventional projectional imaging that uses ionising radiation to produce images of internal structures by sending X-ray beams through the body which are absorbed in different amounts depending on the density of the structure. Plain X-ray uses X-ray alone and does not include more complex acquisition techniques such as fluoroscopy and computed tomography.	900000000000017005
5277868013	20240401	1	900000000000207008	312254007	en	900000000000550004	Conventional projectional imaging that uses ionizing radiation to produce images of internal structures by sending X-ray beams through the body which are absorbed in different amounts depending on the density of the structure. Plain X-ray uses X-ray alone and does not include more complex acquisition techniques such as fluoroscopy and computed tomography.	900000000000017005
5283833015	20231201	1	900000000000207008	1295517006	en	900000000000550004	Disease with characteristics of early childhood onset of severe progressive liver disease. Caused by homozygous or compound heterozygous mutation in the TJP2 gene on chromosome 9q21.	900000000000017005
5296154017	20240201	1	900000000000207008	1297033003	en	900000000000550004	Fusion that has occurred in a structure that is not normally fused.	900000000000017005
5296171016	20240201	1	900000000000207008	1299153008	en	900000000000550004	A rare subtype of haemochromatosis characterised by the combination of pathogenic variants in two genes involved in iron metabolism (usually a combination of HFE and non-HFE mutations), where the classical HFE-related haemochromatosis is not enough to fully explain the clinical picture of the patient.	900000000000017005
5296173018	20240201	1	900000000000207008	1299153008	en	900000000000550004	A rare subtype of hemochromatosis characterized by the combination of pathogenic variants in two genes involved in iron metabolism (usually a combination of HFE and non-HFE mutations), where the classical HFE-related hemochromatosis is not enough to fully explain the clinical picture of the patient.	900000000000017005
5309432010	20240301	1	900000000000012004	738774007	en	900000000000550004	This attribute indicates that the concept is a structural modification of another concept, and that the substance's intrinsic physicochemical properties remain unchanged.	900000000000017005
5352390011	20240501	1	900000000000207008	122463005	en	900000000000550004	An injection of substance or insertion of device to occlude a vessel or organ with the aim of arresting or preventing haemorrhage, blocking a lymphatic leak or devitalising a structure or organ by occluding its blood supply.	900000000000017005
5352391010	20240501	1	900000000000207008	122463005	en	900000000000550004	An injection of substance or insertion of device to occlude a vessel or organ with the aim of arresting or preventing hemorrhage, blocking a lymphatic leak or devitalizing a structure or organ by occluding its blood supply.	900000000000017005
5363508016	20240601	1	900000000000207008	410942007	en	900000000000550004	A grouper concept for substances that are used in medicinal products for medical treatment, and also psychoactive substances that have few or no legitimate medical uses or that are not legally available to the person using them.	900000000000017005
5389726015	20240901	1	900000000000207008	1231824009	en	900000000000550004	Hepatic steatosis with at least one cardiometabolic risk factor without another apparent cause.	900000000000017005
5389727012	20240901	1	900000000000207008	235601000112100	en	900000000000550004	Hepatic steatosis with at least one metabolic risk factor, and a history of moderate alcohol use. Moderate amounts of alcohol are defined as 20 to 50 g daily (140 to 350 g per week) for females and 30 to 60 g daily (210 to 420 g per week) for males.	900000000000017005
5389728019	20240901	1	900000000000207008	442685003	en	900000000000550004	Hepatic steatosis with histologic evidence of inflammation and hepatocellular injury, with or without fibrosis.	900000000000017005
5389732013	20240901	1	900000000000207008	722866000	en	900000000000550004	The presence of metabolic dysfunction-associated steatotic liver disease (MASLD) in the absence of steatohepatitis.	900000000000017005
5399252012	20241201	1	900000000000207008	1156419009	en	900000000000550004	Hepatocellular adenoma (HA) is a rare benign tumor of the liver.	900000000000017005
5399253019	20241201	1	900000000000207008	1156419009	en	900000000000550004	Hepatocellular adenoma (HA) is a rare benign tumour of the liver.	900000000000017005
5399512011	20241201	1	900000000000207008	1186713004	en	900000000000550004	A rare, genetic, syndromic intellectual disability disease characterized by severe intrauterine and post-natal growth delay, moderate to severe intellectual disability, and neonatal-onset hepatopathy with fibrosis, steatosis, and/or cholestasis, occasionally leading to liver failure. Additional variable manifestations include muscular hypotonia, zinc deficiency, recurrent infections, diabetes mellitus, joint contractures, skin and joint laxity, hypervitaminosis D, and sensorineural hearing loss.	900000000000017005
5399513018	20241201	1	900000000000207008	1186713004	en	900000000000550004	A rare, genetic, syndromic intellectual disability disease characterised by severe intrauterine and post-natal growth delay, moderate to severe intellectual disability, and neonatal-onset hepatopathy with fibrosis, steatosis, and/or cholestasis, occasionally leading to liver failure. Additional variable manifestations include muscular hypotonia, zinc deficiency, recurrent infections, diabetes mellitus, joint contractures, skin and joint laxity, hypervitaminosis D, and sensorineural hearing loss.	900000000000017005
5399678011	20241201	1	900000000000207008	1187643003	en	900000000000550004	A rare autosomal recessive axonal hereditary motor and sensory neuropathy characterized by infantile onset of recurrent episodes of acute liver failure (resulting in chronic liver fibrosis and hepatosplenomegaly), delayed motor development, cerebellar dysfunction presenting as gait disturbances and intention tremor, neurogenic stuttering, and motor and sensory neuropathy with muscle weakness especially in the lower legs, and numbness. Mild intellectual disability was reported in some patients. MRI of the brain shows non-progressive atrophy of the cerebellar vermis and thinning of the optic nerve.	900000000000017005
5399679015	20241201	1	900000000000207008	1187643003	en	900000000000550004	A rare autosomal recessive axonal hereditary motor and sensory neuropathy characterised by infantile onset of recurrent episodes of acute liver failure (resulting in chronic liver fibrosis and hepatosplenomegaly), delayed motor development, cerebellar dysfunction presenting as gait disturbances and intention tremor, neurogenic stuttering, and motor and sensory neuropathy with muscle weakness especially in the lower legs, and numbness. Mild intellectual disability was reported in some patients. MRI of the brain shows non-progressive atrophy of the cerebellar vermis and thinning of the optic nerve.	900000000000017005
5399698018	20241201	1	900000000000207008	1197150002	en	900000000000550004	A rare hepatic disease characterized by recurrence of hepatitis C virus infection after liver transplantation, leading to liver injury with features resembling those observed in the non-transplant graft, and typically developing after three months post-transplantation. The clinical course is highly variable, although patients most commonly develop progressive chronic liver disease with higher viral loads and more rapid fibrosis progression than in the immunocompetent population.	900000000000017005
5399699014	20241201	1	900000000000207008	1197150002	en	900000000000550004	A rare hepatic disease characterised by recurrence of hepatitis C virus infection after liver transplantation, leading to liver injury with features resembling those observed in the non-transplant graft, and typically developing after three months post-transplantation. The clinical course is highly variable, although patients most commonly develop progressive chronic liver disease with higher viral loads and more rapid fibrosis progression than in the immunocompetent population.	900000000000017005
5399818019	20241201	1	900000000000207008	1208349005	en	900000000000550004	A rare, aggressive and malignant hepatic tumor arising from the hepatocytes. It develops mainly in children over 10 years of age, either in a cirrhotic background, or more commonly in a non-cirrhotic background (70% of cases).	900000000000017005
5399819010	20241201	1	900000000000207008	1208349005	en	900000000000550004	A rare, aggressive and malignant hepatic tumour arising from the hepatocytes. It develops mainly in children over 10 years of age, either in a cirrhotic background, or more commonly in a non-cirrhotic background (70% of cases).	900000000000017005
5399862011	20241201	1	900000000000207008	1208726006	en	900000000000550004	A rare genetic parenchymatous liver disease characterized by infantile or early childhood onset of recurrent episodes of acute liver failure precipitated by a febrile illness. During the life-threatening episodes, patients present with vomiting, lethargy, jaundice, as well as elevated levels of liver enzymes and coagulopathy. There is usually complete recovery between the episodes with conservative treatment.	900000000000017005
5399863018	20241201	1	900000000000207008	1208726006	en	900000000000550004	A rare genetic parenchymatous liver disease characterised by infantile or early childhood onset of recurrent episodes of acute liver failure precipitated by a febrile illness. During the life-threatening episodes, patients present with vomiting, lethargy, jaundice, as well as elevated levels of liver enzymes and coagulopathy. There is usually complete recovery between the episodes with conservative treatment.	900000000000017005
5399904010	20241201	1	900000000000207008	1217009002	en	900000000000550004	Primary lymphedema is a lymphatic system malformation characterized by swelling of an extremity that can be associated with other lymphatic effusions, due to an underlying developmental anomaly of the lymphatic system (abnormal lymphangiogenesis) It can be hereditary or not and be congenital or late onset.	900000000000017005
5399905011	20241201	1	900000000000207008	1217009002	en	900000000000550004	Primary lymphoedema is a lymphatic system malformation characterised by swelling of an extremity that can be associated with other lymphatic effusions, due to an underlying developmental anomaly of the lymphatic system (abnormal lymphangiogenesis). It can be hereditary or not and be congenital or late onset.	900000000000017005
